song|genre|difficulty|level|type|score|version|internal_level
Shooting Stars|POPS＆ANIME|BASIC|2|DX|101.0000%|UNiVERSE|N/A
MOON NIGHTのせいにして|POPS＆ANIME|BASIC|2|DX|100.5775%|UNiVERSE|N/A
ドラゴンエネルギー|POPS＆ANIME|BASIC|2|DX|101.0000%|UNiVERSE|N/A
インドア系ならトラックメイカー|POPS＆ANIME|BASIC|2|DX|101.0000%|UNiVERSE|N/A
エンヴィーベイビー|niconico＆VOCALOID™|BASIC|3|DX|100.8843%|UNiVERSE PLUS|N/A
ヴァンパイア|niconico＆VOCALOID™|BASIC|3|DX|101.0000%|UNiVERSE PLUS|N/A
ゴーストルール|niconico＆VOCALOID™|BASIC|3|DX|100.9166%|MURASAKi|N/A
エゴロック|niconico＆VOCALOID™|BASIC|5|DX|101.0000%|UNiVERSE PLUS|N/A
ジャンキーナイトタウンオーケストラ|niconico＆VOCALOID™|BASIC|3|DX|101.0000%|UNiVERSE PLUS|N/A
テレキャスタービーボーイ|niconico＆VOCALOID™|BASIC|2|DX|101.0000%|UNiVERSE|N/A
初音天地開闢神話|niconico＆VOCALOID™|BASIC|5|DX|100.1131%|UNiVERSE PLUS|N/A
僕は空気が嫁ない|niconico＆VOCALOID™|BASIC|2|DX|101.0000%|UNiVERSE|N/A
デッドマンズバラッド|niconico＆VOCALOID™|BASIC|5|DX|100.6965%|UNiVERSE|N/A
終焉逃避行|niconico＆VOCALOID™|BASIC|4|DX|101.0000%|UNiVERSE PLUS|N/A
ただ選択があった|niconico＆VOCALOID™|BASIC|2|DX|101.0000%|UNiVERSE PLUS|N/A
グッバイ宣言|niconico＆VOCALOID™|BASIC|2|DX|100.6867%|UNiVERSE|N/A
春嵐|niconico＆VOCALOID™|BASIC|3|DX|101.0000%|UNiVERSE|N/A
ラグトレイン|niconico＆VOCALOID™|BASIC|2|DX|100.9166%|UNiVERSE|N/A
ノイローゼ|niconico＆VOCALOID™|BASIC|3|DX|101.0000%|UNiVERSE|N/A
悪魔の踊り方|niconico＆VOCALOID™|BASIC|2|DX|100.0000%|UNiVERSE|N/A
失敗作少女|niconico＆VOCALOID™|BASIC|3|DX|101.0000%|UNiVERSE|N/A
リモコン|niconico＆VOCALOID™|BASIC|3|DX|100.9166%|UNiVERSE|N/A
on the rocks|niconico＆VOCALOID™|BASIC|1|DX|80.6090%|UNiVERSE|N/A
アカツキアライヴァル|niconico＆VOCALOID™|BASIC|2|DX|99.7532%|UNiVERSE|N/A
セツナトリップ|niconico＆VOCALOID™|BASIC|2|DX|100.9583%|GreeN|N/A
ポッピンキャンディ☆フィーバー！|niconico＆VOCALOID™|BASIC|2|DX|100.9375%|UNiVERSE|N/A
どぅーまいべすと！|niconico＆VOCALOID™|BASIC|2|DX|101.0000%|UNiVERSE|N/A
三妖精SAY YA!!!|東方Project|BASIC|3|DX|100.8333%|UNiVERSE PLUS|N/A
響け！CHIREI MY WAY!|東方Project|BASIC|2|DX|100.8333%|UNiVERSE|N/A
紅に染まる恋の花|東方Project|BASIC|2|DX|101.0000%|UNiVERSE PLUS|N/A
大輪の魂 (feat. AO, 司芭扶)|東方Project|BASIC|3|DX|100.8750%|UNiVERSE PLUS|N/A
Armageddon|東方Project|BASIC|5|DX|100.9615%|UNiVERSE PLUS|N/A
Spring of Dreams|東方Project|BASIC|3|DX|100.8333%|UNiVERSE PLUS|N/A
神々が恋した幻想郷|東方Project|BASIC|2|DX|101.0000%|UNiVERSE|N/A
紅星ミゼラブル～廃憶編|東方Project|BASIC|3|DX|100.4285%|UNiVERSE|N/A
イヤホンロマンス|東方Project|BASIC|3|DX|100.6491%|UNiVERSE|N/A
マツヨイナイトバグ|東方Project|BASIC|3|DX|100.9642%|UNiVERSE|N/A
幻想に咲いた花|東方Project|BASIC|3|DX|99.0625%|UNiVERSE|N/A
Sweets Time|東方Project|BASIC|2|DX|100.3726%|UNiVERSE|N/A
taboo tears you up|東方Project|BASIC|3|DX|98.8319%|MURASAKi|N/A
Grip & Break down !!|東方Project|BASIC|5|DX|100.0464%|GreeN|N/A
竹|GAME＆VARIETY|BASIC|5|DX|99.9150%|UNiVERSE|N/A
さんさーら！|GAME＆VARIETY|BASIC|3|DX|100.8333%|UNiVERSE|N/A
Southern Cross|GAME＆VARIETY|BASIC|3|DX|100.6569%|UNiVERSE|N/A
ヒステリックナイトガール|GAME＆VARIETY|BASIC|3|DX|101.0000%|UNiVERSE|N/A
BLUE ZONE|GAME＆VARIETY|BASIC|4|DX|101.0000%|UNiVERSE PLUS|N/A
スーパーシンメトリー|GAME＆VARIETY|BASIC|5|DX|101.0000%|UNiVERSE|N/A
BANG!|GAME＆VARIETY|BASIC|2|DX|101.0000%|UNiVERSE PLUS|N/A
Define|GAME＆VARIETY|BASIC|3|DX|100.9166%|UNiVERSE PLUS|N/A
Estahv|GAME＆VARIETY|BASIC|4|DX|101.0000%|UNiVERSE PLUS|N/A
First Dance|GAME＆VARIETY|BASIC|5|DX|100.9722%|UNiVERSE PLUS|N/A
Mjölnir|GAME＆VARIETY|BASIC|6|DX|100.7804%|UNiVERSE PLUS|N/A
Love's Theme of BADASS ～バッド・アス 愛のテーマ～|GAME＆VARIETY|BASIC|6|DX|100.9382%|UNiVERSE PLUS|N/A
Dreadnought|GAME＆VARIETY|BASIC|5|DX|99.5826%|UNiVERSE PLUS|N/A
enchanted love|GAME＆VARIETY|BASIC|3|DX|101.0000%|UNiVERSE PLUS|N/A
Caterpillar Song|GAME＆VARIETY|BASIC|3|DX|101.0000%|UNiVERSE PLUS|N/A
Upshift|GAME＆VARIETY|BASIC|2|DX|101.0000%|UNiVERSE|N/A
MOBILYS|GAME＆VARIETY|BASIC|2|DX|99.7947%|UNiVERSE|N/A
Destr0yer|GAME＆VARIETY|BASIC|4|STANDARD|101.0000%|UNiVERSE|N/A
Halcyon|GAME＆VARIETY|BASIC|6|STANDARD|100.6794%|UNiVERSE PLUS|N/A
サンバランド|GAME＆VARIETY|BASIC|4|STANDARD|100.8169%|UNiVERSE PLUS|N/A
若い力|GAME＆VARIETY|BASIC|3|DX|100.7830%|UNiVERSE PLUS|N/A
Reach For The Stars (Re-Colors)|GAME＆VARIETY|BASIC|5|DX|100.7983%|UNiVERSE PLUS|N/A
ミルキースター・シューティングスター|maimai|BASIC|3|DX|100.8750%|UNiVERSE PLUS|N/A
パーフェクション|maimai|BASIC|2|DX|101.0000%|UNiVERSE PLUS|N/A
デーモンベット|maimai|BASIC|2|DX|99.3524%|UNiVERSE PLUS|N/A
アンビバレンス|maimai|BASIC|4|DX|101.0000%|UNiVERSE|N/A
Jouez Avec Moi?|maimai|BASIC|4|DX|100.5837%|UNiVERSE PLUS|N/A
遺伝子レベル∞スパイラル|maimai|BASIC|5|DX|100.2637%|UNiVERSE PLUS|N/A
パラマウント☆ショータイム！！|maimai|BASIC|5|DX|100.9722%|UNiVERSE PLUS|N/A
白花の天使|maimai|BASIC|5|DX|101.0000%|UNiVERSE PLUS|N/A
ｉｓｏｐｈｏｔｅ|maimai|BASIC|3|DX|101.0000%|UNiVERSE PLUS|N/A
前衛的Landscape|maimai|BASIC|4|DX|100.8870%|UNiVERSE|N/A
トリアージ|maimai|BASIC|2|DX|101.0000%|UNiVERSE|N/A
とびだせ！TO THE COSMIC!!|maimai|BASIC|4|DX|101.0000%|UNiVERSE|N/A
OTOGEMA|maimai|BASIC|4|DX|100.7916%|UNiVERSE PLUS|N/A
星空パーティーチューン|maimai|BASIC|4|DX|100.8750%|UNiVERSE PLUS|N/A
噛み係|maimai|BASIC|2|DX|100.9062%|UNiVERSE|N/A
Starlight Disco|maimai|BASIC|4|DX|101.0000%|maimai PLUS|N/A
World's end loneliness|maimai|BASIC|7|DX|100.8153%|UNiVERSE PLUS|N/A
Metamorphosism|maimai|BASIC|6|DX|100.5386%|UNiVERSE PLUS|N/A
WiPE OUT MEMORIES|maimai|BASIC|6|DX|100.3817%|UNiVERSE PLUS|N/A
チューリングの跡|maimai|BASIC|4|DX|100.9375%|UNiVERSE PLUS|N/A
Swift Swing|maimai|BASIC|4|DX|100.9500%|UNiVERSE PLUS|N/A
Sage|maimai|BASIC|6|DX|100.8750%|UNiVERSE PLUS|N/A
Irresistible|maimai|BASIC|3|DX|101.0000%|UNiVERSE PLUS|N/A
HAGAKIRI|maimai|BASIC|5|DX|100.8863%|UNiVERSE PLUS|N/A
HECATONCHEIR|maimai|BASIC|5|DX|100.9423%|UNiVERSE PLUS|N/A
N3V3R G3T OV3R|maimai|BASIC|4|DX|100.9166%|UNiVERSE PLUS|N/A
Strive against fate|maimai|BASIC|6|DX|100.8510%|UNiVERSE PLUS|N/A
sølips|maimai|BASIC|6|DX|100.9500%|UNiVERSE PLUS|N/A
Trick tear|maimai|BASIC|5|DX|100.9166%|UNiVERSE|N/A
U&iVERSE -銀河鸞翔-|maimai|BASIC|5|DX|99.9843%|UNiVERSE|N/A
躯樹の墓守|maimai|BASIC|6|DX|100.8925%|UNiVERSE|N/A
ヨミビトシラズ|maimai|BASIC|4|DX|100.4605%|UNiVERSE|N/A
Round Round Spinning Around|maimai|BASIC|4|DX|100.9375%|UNiVERSE|N/A
Alcyone|maimai|BASIC|4|DX|100.9375%|UNiVERSE|N/A
Raven Emperor|maimai|BASIC|5|DX|101.0000%|UNiVERSE|N/A
Yorugao|maimai|BASIC|5|DX|101.0000%|UNiVERSE|N/A
華の集落、秋のお届け|maimai|BASIC|3|DX|99.4865%|UNiVERSE|N/A
星詠みとデスペラード|maimai|BASIC|5|DX|100.9082%|UNiVERSE|N/A
BLACK SWAN|maimai|BASIC|6|DX|100.7980%|UNiVERSE|N/A
NAGAREBOSHI☆ROCKET|maimai|BASIC|6|DX|99.6580%|UNiVERSE|N/A
Lia=Fail|maimai|BASIC|5|DX|100.8068%|UNiVERSE|N/A
Technicians High|maimai|BASIC|4|STANDARD|100.8750%|UNiVERSE|N/A
GIGANTØMAKHIA|maimai|BASIC|6|DX|100.6697%|UNiVERSE|N/A
the EmpErroR|maimai|BASIC|5|STANDARD|100.6007%|FiNALE|N/A
Oshama Scramble!|maimai|BASIC|4|DX|100.8090%|ORANGE PLUS|N/A
雷切-RAIKIRI-|maimai|BASIC|7|STANDARD|100.9411%|FiNALE|N/A
No Limit RED Force|オンゲキ＆CHUNITHM|BASIC|2|DX|97.2860%|UNiVERSE|N/A
Transcend Lights|オンゲキ＆CHUNITHM|BASIC|4|DX|100.7686%|UNiVERSE PLUS|N/A
ぱくぱく☆がーる|オンゲキ＆CHUNITHM|BASIC|4|DX|100.8870%|UNiVERSE|N/A
撩乱乙女†無双劇|オンゲキ＆CHUNITHM|BASIC|4|DX|99.8358%|UNiVERSE PLUS|N/A
Titania|オンゲキ＆CHUNITHM|BASIC|6|DX|86.8191%|maimaiでらっくす|N/A
脳天直撃|オンゲキ＆CHUNITHM|BASIC|5|DX|101.0000%|UNiVERSE|N/A
LiftOff|オンゲキ＆CHUNITHM|BASIC|4|DX|100.7500%|UNiVERSE|N/A
Falsum Atlantis.|オンゲキ＆CHUNITHM|BASIC|4|DX|101.0000%|UNiVERSE|N/A
See The Light|オンゲキ＆CHUNITHM|BASIC|3|DX|100.7714%|UNiVERSE PLUS|N/A
エータ・ベータ・イータ|オンゲキ＆CHUNITHM|BASIC|6|DX|100.8928%|UNiVERSE PLUS|N/A
Good bye, Merry-Go-Round.|オンゲキ＆CHUNITHM|BASIC|5|DX|100.9423%|UNiVERSE PLUS|N/A
We Are Us|オンゲキ＆CHUNITHM|BASIC|3|DX|100.8765%|UNiVERSE|N/A
Limits|オンゲキ＆CHUNITHM|BASIC|3|DX|98.9481%|UNiVERSE|N/A
スピカの天秤|オンゲキ＆CHUNITHM|BASIC|5|DX|97.8164%|UNiVERSE|N/A
ハードコア・シンドローム|オンゲキ＆CHUNITHM|BASIC|5|DX|100.9166%|UNiVERSE|N/A
パズルリボン|オンゲキ＆CHUNITHM|BASIC|5|DX|99.2780%|UNiVERSE PLUS|N/A
ツクヨミステップ|オンゲキ＆CHUNITHM|BASIC|4|DX|100.9166%|UNiVERSE PLUS|N/A
コスモポップファンクラブ|オンゲキ＆CHUNITHM|BASIC|3|DX|100.9807%|UNiVERSE PLUS|N/A
folern|オンゲキ＆CHUNITHM|BASIC|5|DX|100.7478%|UNiVERSE PLUS|N/A
otorii INNOVATED -[i]3-|オンゲキ＆CHUNITHM|BASIC|6|DX|100.9687%|UNiVERSE PLUS|N/A
テリトリーバトル|オンゲキ＆CHUNITHM|BASIC|4|DX|100.9500%|UNiVERSE PLUS|N/A
8-EM|オンゲキ＆CHUNITHM|BASIC|5|DX|100.8652%|UNiVERSE PLUS|N/A
