song|genre|difficulty|level|type|score|version|internal_level
星屑ユートピア|niconico＆VOCALOID™|MASTER|12+|DX|98.5147%|maimaiでらっくす|N/A
Strobe♡Girl|niconico＆VOCALOID™|MASTER|12|DX|100.5480%|maimaiでらっくす|N/A
いーあるふぁんくらぶ|niconico＆VOCALOID™|MASTER|11+|STANDARD|100.7960%|GreeN|N/A
ロキ|niconico＆VOCALOID™|MASTER|11+|STANDARD|97.3754%|FiNALE|N/A
バレリーコ|niconico＆VOCALOID™|MASTER|12|STANDARD|100.0935%|MiLK|N/A
イカサマライフゲイム|niconico＆VOCALOID™|MASTER|12+|DX|100.3629%|maimaiでらっくす|N/A
六兆年と一夜物語|niconico＆VOCALOID™|MASTER|13|DX|98.9345%|ORANGE PLUS|13.3
六兆年と一夜物語|niconico＆VOCALOID™|MASTER|13+|STANDARD|98.3346%|ORANGE PLUS|13.3
敗北の少年|niconico＆VOCALOID™|MASTER|13|STANDARD|99.0357%|FiNALE|N/A
インビジブル|niconico＆VOCALOID™|MASTER|12|STANDARD|100.6003%|MiLK PLUS|N/A
拝啓ドッペルゲンガー|niconico＆VOCALOID™|MASTER|13+|STANDARD|99.5315%|MiLK|N/A
人生リセットボタン|niconico＆VOCALOID™|MASTER|13+|STANDARD|98.8912%|MiLK|N/A
リンカーネイション|niconico＆VOCALOID™|MASTER|13|STANDARD|99.7188%|MURASAKi PLUS|13.4
39|niconico＆VOCALOID™|MASTER|12+|STANDARD|100.2610%|maimai PLUS|12.9
クレイジー・ビート|niconico＆VOCALOID™|MASTER|12+|DX|100.4154%|maimaiでらっくす PLUS|N/A
ネトゲ廃人シュプレヒコール|niconico＆VOCALOID™|MASTER|13+|STANDARD|99.6914%|MURASAKi|N/A
ARROW|niconico＆VOCALOID™|MASTER|13|STANDARD|100.1950%|MURASAKi PLUS|N/A
アスヘノBRAVE|niconico＆VOCALOID™|MASTER|12+|DX|100.3442%|maimaiでらっくす PLUS|12.7
M.S.S.Planet|niconico＆VOCALOID™|MASTER|13|DX|100.6043%|GreeN PLUS|13.0
M.S.S.Planet|niconico＆VOCALOID™|MASTER|12|STANDARD|97.5004%|GreeN PLUS|13.0
バイオレンストリガー|niconico＆VOCALOID™|MASTER|13|DX|100.7573%|maimaiでらっくす PLUS|N/A
チュルリラ・チュルリラ・ダッダッダ！|niconico＆VOCALOID™|MASTER|13|STANDARD|99.9943%|MURASAKi|N/A
脳漿炸裂ガール|niconico＆VOCALOID™|MASTER|13+|STANDARD|97.5518%|GreeN|13.9
厨病激発ボーイ|niconico＆VOCALOID™|MASTER|13+|STANDARD|99.5760%|PiNK|N/A
アウターサイエンス|niconico＆VOCALOID™|MASTER|13|STANDARD|98.8973%|MiLK|13.3
夜咄ディセイブ|niconico＆VOCALOID™|MASTER|13|STANDARD|99.4368%|GreeN|13.4
カゲロウデイズ|niconico＆VOCALOID™|MASTER|13|STANDARD|99.0523%|GreeN|13.2
白ゆき|niconico＆VOCALOID™|MASTER|13|STANDARD|99.4357%|MURASAKi PLUS|N/A
ウミユリ海底譚|niconico＆VOCALOID™|MASTER|13|STANDARD|100.4838%|ORANGE PLUS|N/A
恋愛裁判|niconico＆VOCALOID™|MASTER|11+|STANDARD|100.8976%|PiNK PLUS|N/A
からくりピエロ|niconico＆VOCALOID™|MASTER|12|STANDARD|98.3804%|GreeN PLUS|N/A
WORLD'S END UMBRELLA|niconico＆VOCALOID™|MASTER|12|STANDARD|99.7446%|FiNALE|N/A
結ンデ開イテ羅刹ト骸|niconico＆VOCALOID™|MASTER|12|STANDARD|100.0555%|FiNALE|N/A
ドーナツホール|niconico＆VOCALOID™|MASTER|13+|STANDARD|100.0398%|MiLK|N/A
砂の惑星 feat. HATSUNE MIKU|niconico＆VOCALOID™|MASTER|13|STANDARD|100.1313%|MiLK|N/A
パンダヒーロー|niconico＆VOCALOID™|MASTER|12|STANDARD|100.8331%|maimai|N/A
マトリョシカ|niconico＆VOCALOID™|MASTER|11+|STANDARD|100.9375%|maimai|N/A
アンノウン・マザーグース|niconico＆VOCALOID™|MASTER|13|STANDARD|99.5495%|MiLK|13.3
アンハッピーリフレイン|niconico＆VOCALOID™|MASTER|13|STANDARD|99.7741%|ORANGE|13.4
裏表ラバーズ|niconico＆VOCALOID™|MASTER|13+|STANDARD|98.6614%|GreeN|N/A
ローリンガール|niconico＆VOCALOID™|MASTER|13|STANDARD|99.2582%|GreeN|13.2
ワールズエンド・ダンスホール|niconico＆VOCALOID™|MASTER|12+|STANDARD|97.2884%|maimai|N/A
このピアノでお前を8759632145回ぶん殴る|niconico＆VOCALOID™|MASTER|13|STANDARD|99.8611%|MiLK PLUS|N/A
やめろ！聴くな！|niconico＆VOCALOID™|MASTER|13|STANDARD|99.0594%|PiNK PLUS|N/A
I ♥|niconico＆VOCALOID™|MASTER|12+|STANDARD|98.8785%|GreeN|N/A
メランコリック|niconico＆VOCALOID™|MASTER|11+|STANDARD|99.9841%|maimai|N/A
ZIGG-ZAGG|niconico＆VOCALOID™|MASTER|11|STANDARD|100.7845%|maimai|N/A
スイートマジック|niconico＆VOCALOID™|MASTER|12|STANDARD|99.1134%|maimai PLUS|N/A
リリリリ★バーニングナイト|niconico＆VOCALOID™|MASTER|10+|STANDARD|100.8178%|GreeN PLUS|N/A
イアイア★ナイトオブデザイア|niconico＆VOCALOID™|MASTER|11|STANDARD|100.5313%|GreeN|N/A
ルカルカ★ナイトフィーバー|niconico＆VOCALOID™|MASTER|11+|STANDARD|100.8083%|maimai|N/A
メグメグ☆ファイアーエンドレスナイト|niconico＆VOCALOID™|MASTER|11+|STANDARD|100.5962%|maimai|N/A
深海少女|niconico＆VOCALOID™|MASTER|13|STANDARD|99.0891%|GreeN PLUS|N/A
トルコ行進曲 - オワタ＼(^o^)／|niconico＆VOCALOID™|MASTER|13+|STANDARD|99.2395%|GreeN|N/A
天ノ弱|niconico＆VOCALOID™|MASTER|13|STANDARD|99.2752%|GreeN|13.3
ナイトメア☆パーティーナイト|niconico＆VOCALOID™|MASTER|11+|STANDARD|92.0277%|FiNALE|N/A
幸せになれる隠しコマンドがあるらしい|niconico＆VOCALOID™|MASTER|13+|STANDARD|97.6244%|MURASAKi PLUS|N/A
しねばいいのに|niconico＆VOCALOID™|MASTER|13|STANDARD|99.5700%|MiLK|N/A
キレキャリオン|niconico＆VOCALOID™|MASTER|13|STANDARD|100.3994%|MiLK|13.1
ドクハク|niconico＆VOCALOID™|MASTER|13|STANDARD|99.6758%|MiLK|N/A
アルカリレットウセイ|niconico＆VOCALOID™|MASTER|12|STANDARD|100.5042%|MiLK|12.5
ロストワンの号哭|niconico＆VOCALOID™|MASTER|13|STANDARD|100.2851%|ORANGE PLUS|13.5
吉原ラメント|niconico＆VOCALOID™|MASTER|13+|STANDARD|99.1688%|MURASAKi|N/A
生きてるおばけは生きている|niconico＆VOCALOID™|MASTER|13|STANDARD|99.6869%|MURASAKi|13.3
赤心性：カマトト荒療治|niconico＆VOCALOID™|MASTER|13+|STANDARD|100.3164%|ORANGE PLUS|N/A
ECHO|niconico＆VOCALOID™|MASTER|13|STANDARD|99.2842%|PiNK PLUS|N/A
不毛！|niconico＆VOCALOID™|MASTER|12|STANDARD|100.3382%|ORANGE|12.5
StargazeR|niconico＆VOCALOID™|MASTER|12|STANDARD|100.0665%|MURASAKi|N/A
みくみくにしてあげる♪【してやんよ】|niconico＆VOCALOID™|MASTER|11+|STANDARD|92.7257%|ORANGE PLUS|N/A
ぽっぴっぽー|niconico＆VOCALOID™|MASTER|13|STANDARD|99.3110%|GreeN|13.3
Nyan Cat EX|niconico＆VOCALOID™|MASTER|13+|STANDARD|99.0322%|GreeN|13.8
どうしてこうなった|niconico＆VOCALOID™|MASTER|13+|STANDARD|99.8156%|ORANGE PLUS|N/A
magician's operation|niconico＆VOCALOID™|MASTER|13+|STANDARD|97.4837%|GreeN PLUS|N/A
教えて!! 魔法のLyric|niconico＆VOCALOID™|MASTER|12|STANDARD|100.1231%|maimai|N/A
おちゃめ機能|niconico＆VOCALOID™|MASTER|13|STANDARD|99.6501%|maimai PLUS|N/A
BAD∞END∞NIGHT|niconico＆VOCALOID™|MASTER|13|STANDARD|99.1537%|maimai PLUS|13.3
ロミオとシンデレラ|niconico＆VOCALOID™|MASTER|12+|STANDARD|100.0208%|maimai PLUS|N/A
ダンシング☆サムライ|niconico＆VOCALOID™|MASTER|12+|STANDARD|98.4557%|maimai PLUS|N/A
ハロ／ハワユ|niconico＆VOCALOID™|MASTER|12|STANDARD|98.6706%|GreeN PLUS|N/A
共感覚おばけ|niconico＆VOCALOID™|MASTER|13|STANDARD|98.9411%|MiLK|N/A
木彫り鯰と右肩ゾンビ|niconico＆VOCALOID™|MASTER|13|STANDARD|99.0730%|PiNK PLUS|13.3
バッド・ダンス・ホール|niconico＆VOCALOID™|MASTER|13|STANDARD|98.5416%|MURASAKi PLUS|13.4
デッドレッドガールズ|niconico＆VOCALOID™|MASTER|13+|STANDARD|99.0755%|ORANGE PLUS|N/A
林檎華憐歌|niconico＆VOCALOID™|MASTER|12|STANDARD|99.4956%|GreeN PLUS|N/A
スカーレット警察のゲットーパトロール24時|東方Project|MASTER|13|DX|100.8870%|FESTiVAL|13.5
銀のめぐり|東方Project|MASTER|12+|DX|100.6595%|FESTiVAL|12.9
Destiny Runner|東方Project|MASTER|13+|DX|99.5494%|FESTiVAL|13.9
三妖精SAY YA!!!|東方Project|MASTER|13|DX|100.5709%|UNiVERSE PLUS|13.3
響け！CHIREI MY WAY!|東方Project|MASTER|12+|DX|99.2596%|UNiVERSE|12.7
悪戯センセーション|東方Project|MASTER|12+|DX|100.2758%|Splash|12.7
全力ハッピーライフ|東方Project|MASTER|12+|DX|100.3927%|maimaiでらっくす PLUS|12.8
紅に染まる恋の花|東方Project|MASTER|12|DX|100.2819%|UNiVERSE PLUS|12.5
今、誰が為のかがり火へ|東方Project|MASTER|12|DX|99.2482%|Splash PLUS|N/A
泡沫、哀のまほろば|東方Project|MASTER|12|STANDARD|98.5977%|MiLK|N/A
華鳥風月|東方Project|MASTER|12+|STANDARD|99.0838%|MURASAKi PLUS|12.8
月に叢雲華に風|東方Project|MASTER|12|DX|99.3317%|PiNK PLUS|13.2
月に叢雲華に風|東方Project|MASTER|13|STANDARD|99.6685%|PiNK PLUS|13.2
色は匂へど散りぬるを|東方Project|MASTER|12|STANDARD|98.4535%|MURASAKi|12.5
大輪の魂 (feat. AO, 司芭扶)|東方Project|MASTER|13|DX|100.1489%|UNiVERSE PLUS|13.4
物凄いヴァイブスで魔理沙が物凄いラップ|東方Project|MASTER|13|DX|99.0523%|Splash|13.4
アマノジャクリバース feat. ｙｔｒ|東方Project|MASTER|13+|STANDARD|98.6051%|MiLK PLUS|N/A
天狗の落とし文 feat. ｙｔｒ|東方Project|MASTER|12+|STANDARD|98.5055%|MiLK|N/A
Armageddon|東方Project|MASTER|13+|DX|98.3874%|UNiVERSE PLUS|14.0
Calamity Fortune|東方Project|MASTER|13|DX|99.1102%|MURASAKi PLUS|14.1
Calamity Fortune|東方Project|MASTER|14|STANDARD|97.8786%|MURASAKi PLUS|14.1
Spring of Dreams|東方Project|MASTER|12+|DX|100.3725%|UNiVERSE PLUS|12.8
ロストワードクロニカル|東方Project|MASTER|13|DX|99.5466%|Splash PLUS|13.2
神々が恋した幻想郷|東方Project|MASTER|13|DX|99.4014%|UNiVERSE|N/A
紅星ミゼラブル～廃憶編|東方Project|MASTER|13|DX|99.4763%|UNiVERSE|13.2
イヤホンロマンス|東方Project|MASTER|12+|DX|98.7960%|UNiVERSE|N/A
マツヨイナイトバグ|東方Project|MASTER|13+|DX|99.9060%|UNiVERSE|N/A
ナイト・オブ・ナイツ (Cranky Remix)|東方Project|MASTER|13|DX|100.4343%|maimaiでらっくす|N/A
ナイト・オブ・ナイツ|東方Project|MASTER|13|STANDARD|100.0077%|GreeN|N/A
疾走あんさんぶる|東方Project|MASTER|13+|STANDARD|98.9302%|MiLK|N/A
サドマミホリック|東方Project|MASTER|12|STANDARD|99.5744%|MiLK PLUS|N/A
最終鬼畜妹フランドール・S|東方Project|MASTER|12|STANDARD|99.7056%|FiNALE|N/A
最終鬼畜妹・一部声|東方Project|MASTER|13+|STANDARD|98.0143%|ORANGE PLUS|N/A
Help me, ERINNNNNN!!|東方Project|MASTER|12|STANDARD|99.4095%|GreeN|N/A
最速最高シャッターガール|東方Project|MASTER|12|STANDARD|99.6077%|GreeN PLUS|N/A
ウサテイ|東方Project|MASTER|13+|STANDARD|98.1841%|GreeN|13.9
クレイジークレイジーダンサーズ|東方Project|MASTER|11+|STANDARD|100.2904%|FiNALE|N/A
Yet Another ”drizzly rain”|東方Project|MASTER|12|STANDARD|99.9679%|ORANGE PLUS|N/A
シアワセうさぎ|東方Project|MASTER|11|STANDARD|100.5231%|GreeN PLUS|N/A
幻想に咲いた花|東方Project|MASTER|13|DX|99.5247%|UNiVERSE|13.1
明星ロケット|東方Project|MASTER|12|STANDARD|98.4204%|ORANGE|N/A
緋色のDance|東方Project|MASTER|13|STANDARD|99.5156%|ORANGE|13.3
YU-MU|東方Project|MASTER|13|STANDARD|99.8078%|PiNK|13.2
Sweets Time|東方Project|MASTER|13|DX|99.7787%|UNiVERSE|13.0
エピクロスの虹はもう見えない|東方Project|MASTER|11+|STANDARD|98.4684%|GreeN PLUS|N/A
トランスダンスアナーキー|東方Project|MASTER|13|DX|100.0659%|Splash PLUS|N/A
Oath Act|東方Project|MASTER|12|DX|100.3821%|maimaiでらっくす PLUS|N/A
Money Money|東方Project|MASTER|13|STANDARD|100.2218%|FiNALE|13.2
LOVE EAST|東方Project|MASTER|12+|STANDARD|99.9869%|MiLK PLUS|12.8
WARNING×WARNING×WARNING|東方Project|MASTER|11+|DX|100.6923%|MiLK|N/A
WARNING×WARNING×WARNING|東方Project|MASTER|12|STANDARD|97.5683%|MiLK|N/A
下克上々|東方Project|MASTER|13|DX|100.4661%|Splash PLUS|13.0
ソリッド|東方Project|MASTER|13|DX|99.4117%|maimaiでらっくす PLUS|N/A
隠然|東方Project|MASTER|12|STANDARD|99.5096%|FiNALE|N/A
みんなの|東方Project|MASTER|12|STANDARD|99.2257%|MiLK PLUS|N/A
幻想のサテライト|東方Project|MASTER|13|DX|99.6139%|GreeN PLUS|13.6
幻想のサテライト|東方Project|MASTER|13+|STANDARD|97.8350%|GreeN PLUS|13.6
待チ人ハ来ズ。|東方Project|MASTER|13|STANDARD|100.1749%|GreeN PLUS|13.2
響縁|東方Project|MASTER|13|DX|100.3431%|ORANGE PLUS|13.4
響縁|東方Project|MASTER|12+|STANDARD|100.1018%|ORANGE PLUS|13.4
囲い無き世は一期の月影|東方Project|MASTER|12|STANDARD|100.0748%|PiNK|N/A
儚きもの人間|東方Project|MASTER|13+|STANDARD|97.7045%|PiNK PLUS|N/A
Melody！|東方Project|MASTER|12|DX|100.4827%|Splash PLUS|N/A
永遠のメロディ|東方Project|MASTER|12|STANDARD|99.1539%|MiLK|N/A
オーディエンスを沸かす程度の能力 feat.タイツォン|東方Project|MASTER|13+|STANDARD|99.4488%|MURASAKi PLUS|N/A
Sweet Requiem|東方Project|MASTER|13+|DX|99.1842%|Splash|N/A
taboo tears you up|東方Project|MASTER|13+|DX|97.5416%|MURASAKi|13.9
taboo tears you up|東方Project|MASTER|13|STANDARD|99.1409%|MURASAKi|13.9
Dive into The Sky ～initialized～|東方Project|MASTER|13|DX|99.6954%|Splash|13.0
Drive Your Fire|東方Project|MASTER|12+|DX|100.2208%|maimaiでらっくす PLUS|N/A
White Traveling Girl|東方Project|MASTER|13|STANDARD|99.5824%|FiNALE|13.4
No Routine|東方Project|MASTER|13|STANDARD|99.3231%|PiNK PLUS|N/A
Scream out! -maimai SONIC WASHER Edit-|東方Project|MASTER|13|DX|100.2153%|MURASAKi|13.6
Scream out! -maimai SONIC WASHER Edit-|東方Project|MASTER|13+|STANDARD|97.7085%|MURASAKi|13.6
絡繰りドール|東方Project|MASTER|12+|DX|99.0068%|Splash|N/A
不思議の国のクリスマス|東方Project|MASTER|13|STANDARD|99.0686%|FiNALE|13.3
INFINITE WORLD|東方Project|MASTER|12|STANDARD|98.7852%|MiLK PLUS|N/A
Grip & Break down !!|東方Project|MASTER|13|DX|99.0097%|GreeN|13.5
Grip & Break down !!|東方Project|MASTER|13|STANDARD|99.5852%|GreeN|13.5
Cosmic Magic Shooter|東方Project|MASTER|13+|STANDARD|98.9768%|ORANGE|N/A
しゅわスパ大作戦☆|東方Project|MASTER|12+|STANDARD|99.3109%|GreeN|12.7
全人類ノ非想天則|東方Project|MASTER|13|STANDARD|100.2611%|GreeN|N/A
Bad Apple!! feat.nomico (REDALiCE Remix)|東方Project|MASTER|12|DX|99.1234%|maimaiでらっくす PLUS|N/A
Bad Apple!! feat nomico|東方Project|MASTER|12|STANDARD|100.2827%|GreeN|N/A
チルノのパーフェクトさんすう教室　⑨周年バージョン|東方Project|MASTER|12+|DX|98.6682%|MURASAKi PLUS|N/A
チルノのパーフェクトさんすう教室　⑨周年バージョン|東方Project|MASTER|13|STANDARD|100.0372%|MURASAKi PLUS|N/A
チルノのパーフェクトさんすう教室|東方Project|MASTER|12+|STANDARD|99.0060%|GreeN|N/A
魔理沙は大変なものを盗んでいきました|東方Project|MASTER|13|STANDARD|100.6296%|GreeN|13.3
患部で止まってすぐ溶ける～狂気の優曇華院|東方Project|MASTER|13|DX|98.9954%|GreeN PLUS|N/A
患部で止まってすぐ溶ける～狂気の優曇華院|東方Project|MASTER|13+|STANDARD|98.5192%|GreeN PLUS|N/A
究極焼肉レストラン！お燐の地獄亭！|東方Project|MASTER|12|STANDARD|99.7876%|ORANGE|N/A
お嫁にしなさいっ！|東方Project|MASTER|12+|STANDARD|99.5578%|GreeN PLUS|12.8
キャプテン・ムラサのケツアンカー|東方Project|MASTER|13|STANDARD|99.2811%|ORANGE PLUS|13.4
ひれ伏せ愚民どもっ！|東方Project|MASTER|13|STANDARD|100.1406%|PiNK PLUS|N/A
げきオコスティックファイナリアリティぷんぷんマスタースパーク|東方Project|MASTER|12+|DX|99.9871%|maimaiでらっくす|N/A
【東方ニコカラ】秘神マターラ feat.魂音泉【IOSYS】|東方Project|MASTER|13|STANDARD|99.3200%|FiNALE|N/A
Club Ibuki in Break All|東方Project|MASTER|13|STANDARD|99.2378%|MURASAKi|13.3
sweet little sister|東方Project|MASTER|13|STANDARD|99.9655%|GreeN PLUS|13.3
ケロ⑨destiny|東方Project|MASTER|12+|STANDARD|99.3269%|ORANGE PLUS|12.9
Phantasm Brigade|東方Project|MASTER|13|STANDARD|99.8858%|MURASAKi|13.4
蒼空に舞え、墨染の桜|東方Project|MASTER|13|STANDARD|99.9056%|PiNK|N/A
フラグメンツ -T.V. maimai edit-|東方Project|MASTER|12+|STANDARD|100.4321%|PiNK|12.8
橙の幻想郷音頭|東方Project|MASTER|13|STANDARD|100.2789%|PiNK|13.3
Starlight Dance Floor|東方Project|MASTER|12|STANDARD|100.3180%|MURASAKi PLUS|N/A
神々の祈り|東方Project|MASTER|12|STANDARD|99.2428%|GreeN PLUS|N/A
願いを呼ぶ季節|東方Project|MASTER|12|STANDARD|100.7246%|PiNK|N/A
宿題が終わらないっ！|東方Project|MASTER|12+|STANDARD|99.4360%|MURASAKi PLUS|12.9
東方スイーツ！～鬼畜姉妹と受難メイド～|東方Project|MASTER|13|STANDARD|99.2490%|ORANGE PLUS|N/A
少女幻葬戦慄曲 ～ Necro Fantasia|東方Project|MASTER|13+|STANDARD|99.7565%|PiNK|N/A
妖精村の月誕祭 ～Lunate Elf|東方Project|MASTER|13|STANDARD|99.9211%|MURASAKi PLUS|13.3
ってゐ！ ～えいえんてゐVer～|東方Project|MASTER|12|STANDARD|100.7041%|ORANGE PLUS|N/A
東方妖々夢 ～the maximum moving about～|東方Project|MASTER|13|STANDARD|99.2486%|PiNK|13.3
物凄い勢いでけーねが物凄いうた|東方Project|MASTER|12+|STANDARD|99.9965%|PiNK|N/A
進捗どうですか？|東方Project|MASTER|13|STANDARD|99.5715%|MiLK PLUS|13.5
ハウリング|東方Project|MASTER|13|DX|99.2443%|Splash PLUS|13.0
Prismatic|東方Project|MASTER|12|DX|100.0483%|Splash|N/A
Paranoia|東方Project|MASTER|12+|DX|99.3246%|Splash|N/A
CYBER Sparks|東方Project|MASTER|12|STANDARD|98.3357%|MiLK PLUS|N/A
wheel|東方Project|MASTER|12+|DX|98.8213%|maimaiでらっくす PLUS|N/A
Witches night|東方Project|MASTER|12+|DX|99.9920%|maimaiでらっくす PLUS|12.7
Starlight Vision|東方Project|MASTER|12+|STANDARD|99.1428%|MURASAKi|N/A
幽闇に目醒めしは|東方Project|MASTER|13|STANDARD|100.0192%|MURASAKi|13.3
Endless, Sleepless Night|東方Project|MASTER|13|STANDARD|99.3538%|GreeN PLUS|N/A
エテルニタス・ルドロジー|東方Project|MASTER|13+|STANDARD|98.9407%|PiNK PLUS|N/A
四次元跳躍機関|東方Project|MASTER|13|STANDARD|99.1165%|ORANGE PLUS|13.4
Jimang Shot|東方Project|MASTER|13|STANDARD|100.1860%|PiNK|13.3
ネクロファンタジア～Arr.Demetori|東方Project|MASTER|13+|STANDARD|99.5503%|FiNALE|N/A
Doll Judgment|東方Project|MASTER|13+|STANDARD|100.1954%|MiLK|N/A
進め！イッスン軍団 -Rebellion of the Dwarfs-|東方Project|MASTER|13+|STANDARD|98.7143%|MiLK PLUS|13.4
Little "Sister" Bitch|東方Project|MASTER|13|DX|100.0003%|maimaiでらっくす|13.5
Yakumo >>JOINT STRUGGLE (2019 Update)|東方Project|MASTER|13+|DX|99.1425%|maimaiでらっくす|N/A
Imperishable Night 2006 (2016 Refine)|東方Project|MASTER|13+|STANDARD|98.5075%|FiNALE|N/A
もうみんなしねばいいのに|東方Project|MASTER|13+|STANDARD|97.3124%|MiLK|N/A
Random|GAME＆VARIETY|MASTER|13|DX|99.9072%|FESTiVAL|13.5
Luminaria|GAME＆VARIETY|MASTER|13+|DX|98.5945%|FESTiVAL|13.9
田中|GAME＆VARIETY|MASTER|14|DX|97.9538%|FESTiVAL|14.3
竹|GAME＆VARIETY|MASTER|14|DX|98.6312%|UNiVERSE|14.2
プナイプナイせんそう|GAME＆VARIETY|MASTER|13+|DX|99.2789%|maimaiでらっくす|N/A
さんさーら！|GAME＆VARIETY|MASTER|12+|DX|98.9398%|UNiVERSE|N/A
Southern Cross|GAME＆VARIETY|MASTER|13|DX|99.5661%|UNiVERSE|13.2
キラメキ居残り大戦争|GAME＆VARIETY|MASTER|13|DX|99.7385%|Splash PLUS|N/A
ベースラインやってる？笑|GAME＆VARIETY|MASTER|13|DX|100.3451%|Splash PLUS|N/A
ヒステリックナイトガール|GAME＆VARIETY|MASTER|12+|DX|95.1981%|UNiVERSE|N/A
FLOWER|GAME＆VARIETY|MASTER|13+|STANDARD|98.5635%|ORANGE|N/A
Scars of FAUNA|GAME＆VARIETY|MASTER|13+|STANDARD|98.6868%|ORANGE|N/A
極圏|GAME＆VARIETY|MASTER|14|STANDARD|97.3031%|FiNALE|14.4
きたさいたま2000|GAME＆VARIETY|MASTER|14|STANDARD|97.9379%|ORANGE|14.2
Ignis Danse|GAME＆VARIETY|MASTER|14|STANDARD|95.6709%|ORANGE|14.4
夜明けまであと３秒|GAME＆VARIETY|MASTER|13+|STANDARD|98.2993%|MURASAKi|N/A
セイクリッド　ルイン|GAME＆VARIETY|MASTER|13+|STANDARD|98.7994%|FiNALE|N/A
Got more raves？|GAME＆VARIETY|MASTER|13+|STANDARD|98.9050%|ORANGE|N/A
FUJIN Rumble|GAME＆VARIETY|MASTER|14|STANDARD|97.4876%|ORANGE|N/A
Scarlet Lance|GAME＆VARIETY|MASTER|14|STANDARD|99.1738%|FiNALE|14.1
BLUE ZONE|GAME＆VARIETY|MASTER|14|DX|98.4741%|UNiVERSE PLUS|14.1
スーパーシンメトリー|GAME＆VARIETY|MASTER|13+|DX|98.9154%|UNiVERSE|N/A
Brain Power|GAME＆VARIETY|MASTER|13|STANDARD|99.1184%|MiLK PLUS|N/A
Grievous Lady|GAME＆VARIETY|MASTER|14|DX|98.1508%|Splash|14.1
Ether Strike|GAME＆VARIETY|MASTER|13+|DX|99.2952%|Splash|N/A
Cyaegha|GAME＆VARIETY|MASTER|13+|DX|99.9545%|Splash|N/A
Entrance|GAME＆VARIETY|MASTER|13+|DX|97.3613%|maimaiでらっくす PLUS|N/A
Lunar Mare|GAME＆VARIETY|MASTER|13+|DX|97.9847%|maimaiでらっくす PLUS|13.8
CHAOS|GAME＆VARIETY|MASTER|13+|DX|97.7592%|maimaiでらっくす PLUS|N/A
Maboroshi|GAME＆VARIETY|MASTER|14|DX|98.0649%|maimaiでらっくす PLUS|14.2
BANG!|GAME＆VARIETY|MASTER|13|DX|100.2482%|UNiVERSE PLUS|N/A
Define|GAME＆VARIETY|MASTER|13|DX|99.2401%|UNiVERSE PLUS|N/A
Estahv|GAME＆VARIETY|MASTER|13+|DX|99.8113%|UNiVERSE PLUS|N/A
First Dance|GAME＆VARIETY|MASTER|13+|DX|99.2276%|UNiVERSE PLUS|N/A
Mjölnir|GAME＆VARIETY|MASTER|14|DX|96.4409%|UNiVERSE PLUS|14.2
Love's Theme of BADASS ～バッド・アス 愛のテーマ～|GAME＆VARIETY|MASTER|14|DX|99.3279%|UNiVERSE PLUS|14.1
BATTLE NO.1|GAME＆VARIETY|MASTER|14|DX|97.9566%|Splash|14.4
ヒミツCULT|GAME＆VARIETY|MASTER|13+|DX|99.2906%|Splash PLUS|N/A
ALiVE|GAME＆VARIETY|MASTER|13|DX|98.9108%|Splash PLUS|13.2
MEGATON KICK|GAME＆VARIETY|MASTER|13+|DX|97.7098%|Splash PLUS|13.9
Big Daddy|GAME＆VARIETY|MASTER|13+|DX|100.1769%|Splash PLUS|N/A
LOSE CONTROL|GAME＆VARIETY|MASTER|13+|DX|98.1996%|Splash PLUS|N/A
Strange Bar|GAME＆VARIETY|MASTER|13+|DX|98.9367%|Splash PLUS|N/A
Dreadnought|GAME＆VARIETY|MASTER|13+|DX|97.6230%|UNiVERSE PLUS|13.9
enchanted love|GAME＆VARIETY|MASTER|13+|DX|98.0591%|UNiVERSE PLUS|13.7
Caterpillar Song|GAME＆VARIETY|MASTER|13+|DX|97.5767%|UNiVERSE PLUS|13.9
Upshift|GAME＆VARIETY|MASTER|13+|DX|99.1447%|UNiVERSE|13.8
MOBILYS|GAME＆VARIETY|MASTER|13|DX|99.3958%|UNiVERSE|13.1
CO5M1C R4ILR0AD|GAME＆VARIETY|MASTER|14|DX|97.1856%|Splash PLUS|14.3
MAKE IT FUNKY NOW|GAME＆VARIETY|MASTER|13+|DX|98.7063%|Splash PLUS|N/A
Rush-More|GAME＆VARIETY|MASTER|13|DX|99.6211%|Splash PLUS|13.5
Re：End of a Dream|GAME＆VARIETY|MASTER|14|DX|97.8517%|Splash PLUS|14.4
MilK|GAME＆VARIETY|MASTER|13+|STANDARD|99.2652%|MiLK|N/A
もぺもぺ|GAME＆VARIETY|MASTER|13+|DX|96.3848%|Splash PLUS|13.9
Sound Chimera|GAME＆VARIETY|MASTER|13+|DX|98.2334%|Splash PLUS|13.8
felys -final remix-|GAME＆VARIETY|MASTER|14|DX|97.1038%|Splash|14.3
Arty Party|GAME＆VARIETY|MASTER|13+|DX|99.6681%|Splash|13.9
カラッポ・ノンフィクション|GAME＆VARIETY|MASTER|13|DX|99.7615%|Splash|N/A
c.s.q.n.|GAME＆VARIETY|MASTER|13+|DX|99.1031%|Splash|N/A
emomomo|GAME＆VARIETY|MASTER|13+|DX|100.3589%|Splash|N/A
アトロポスと最果の探究者|GAME＆VARIETY|MASTER|13+|DX|100.4197%|maimaiでらっくす PLUS|N/A
