song|type|difficulty|version
REAL VOICE|dx|basic|Splash
パラボラ|dx|basic|Splash
ブレインジャックシンドローム|dx|basic|maimaiでらっくす PLUS
Ututu|dx|basic|maimaiでらっくす PLUS
共鳴|dx|basic|maimaiでらっくす PLUS
居並ぶ穀物と溜息まじりの運送屋|dx|basic|Splash
マイオドレ！舞舞タイム|dx|basic|Splash
ぼくたちいつでも　しゅわっしゅわ！|dx|basic|Splash
絡めトリック利己ライザー|dx|basic|maimaiでらっくす PLUS
でらっくmaimai♪てんてこまい!|dx|basic|maimaiでらっくす
超常マイマイン|dx|basic|maimaiでらっくす
STEREOSCAPE|dx|basic|maimaiでらっくす
Crazy Circle|dx|basic|maimaiでらっくす
OTOGEMA|dx|basic|UNiVERSE PLUS
♡マイマイマイラブ♡|dx|basic|maimaiでらっくす
タカハせ！名人マン|standard|basic|GreeN PLUS
星空パーティーチューン|dx|basic|UNiVERSE PLUS
シエルブルーマルシェ|dx|basic|maimaiでらっくす PLUS
噛み係|dx|basic|UNiVERSE
いっしそう電☆舞舞神拳！|standard|basic|MURASAKi
Paradisoda|dx|basic|Splash PLUS
福宿音屋魂音泉|dx|basic|maimaiでらっくす
キリキリ舞Mine|dx|basic|maimaiでらっくす
FEEL the BEATS|standard|basic|PiNK
FEEL ALIVE|standard|basic|maimai PLUS
BREAK YOU!!|standard|basic|GreeN
KING is BACK!!|standard|basic|MURASAKi PLUS
welcome to maimai!! with マイマイマー|standard|basic|ORANGE PLUS
みんなのマイマイマー|standard|basic|GreeN
Scarlet Wings|dx|basic|maimaiでらっくす
End of Twilight|standard|basic|GreeN PLUS
一か罰|dx|basic|maimaiでらっくす
夢花火|standard|basic|MURASAKi PLUS
Now or Never|dx|basic|maimaiでらっくす
Justified|standard|basic|MiLK
SPILL OVER COLORS|standard|basic|MiLK
アージェントシンメトリー|standard|basic|PiNK
Dreampainter|standard|basic|ORANGE
Monochrome Rainbow|standard|basic|GreeN PLUS
花と、雪と、ドラムンベース。|standard|basic|MiLK PLUS
FestivaLight|standard|basic|MiLK PLUS
Candy Tall Woman|standard|basic|MiLK
Kinda Way|standard|basic|MiLK
Magical Flavor|standard|basic|MiLK
曖昧mind|standard|basic|MURASAKi PLUS
Limit Break|standard|basic|MURASAKi PLUS
オトヒメモリー☆ウタゲーション|standard|basic|MURASAKi PLUS
Selector|standard|basic|MURASAKi
スリップフリップ|standard|basic|PiNK
CYCLES|standard|basic|GreeN PLUS
Lionheart|standard|basic|maimai PLUS
Heartbeats|standard|basic|GreeN PLUS
JUMPIN' JUMPIN'|standard|basic|GreeN
L'épilogue|standard|basic|GreeN
ぐるぐるWASH！コインランドリー・ディスコ|standard|basic|GreeN PLUS
Spin me harder|standard|basic|maimai PLUS
Night Fly|standard|basic|maimai PLUS
Starlight Disco|dx|basic|maimai PLUS
Starlight Disco|standard|basic|maimai PLUS
ENJOY POLIS|standard|basic|FiNALE
記憶、記録|standard|basic|GreeN
connecting with you|standard|basic|PiNK PLUS
Believe the Rainbow|standard|basic|FiNALE
MIRROR of MAGIC|standard|basic|ORANGE
Cosmic Train|standard|basic|GreeN
BETTER CHOICE|standard|basic|ORANGE
ユビキリ|standard|basic|MURASAKi PLUS
planet dancer|standard|basic|ORANGE
ナミダと流星|standard|basic|ORANGE PLUS
ピーマンたべたら|standard|basic|ORANGE
maimaiちゃんのテーマ|standard|basic|maimai PLUS
Pixel Voyage|standard|basic|GreeN
Sweets×Sweets|standard|basic|maimai
虹と太陽|standard|basic|maimai
Color My World|standard|basic|maimai
True Love Song|standard|basic|maimai
ソーラン☆節|standard|basic|maimai PLUS
おても☆Yan|standard|basic|ORANGE
炭★坑★節|standard|basic|maimai
ネコ日和。|standard|basic|maimai
犬日和。|standard|basic|maimai PLUS
Endless World|standard|basic|maimai PLUS
Backyun! －悪い女－|standard|basic|GreeN
BaBan!! －甘い罠－|standard|basic|maimai
オレンジの夏|standard|basic|maimai
ぴぴぱぷぅ！|standard|basic|maimai PLUS
炎歌 -ほむらうた-|standard|basic|maimai PLUS
泣き虫O'clock|standard|basic|maimai PLUS
maiム・maiム feat.週刊少年マガジン|standard|basic|GreeN
ジングルベル|standard|basic|maimai
Jörqer|dx|basic|Splash
デスパレイト|standard|basic|MURASAKi PLUS
Sqlupp (Camellia's "Sqleipd*Hiytex" Remix)|dx|basic|Splash
Valsqotch|dx|basic|maimaiでらっくす PLUS
P-qoq|dx|basic|maimaiでらっくす
World's end loneliness|dx|basic|UNiVERSE PLUS
Metamorphosism|dx|basic|UNiVERSE PLUS
WiPE OUT MEMORIES|dx|basic|UNiVERSE PLUS
チューリングの跡|dx|basic|UNiVERSE PLUS
Swift Swing|dx|basic|UNiVERSE PLUS
Sage|dx|basic|UNiVERSE PLUS
Irresistible|dx|basic|UNiVERSE PLUS
HAGAKIRI|dx|basic|UNiVERSE PLUS
HECATONCHEIR|dx|basic|UNiVERSE PLUS
N3V3R G3T OV3R|dx|basic|UNiVERSE PLUS
Strive against fate|dx|basic|UNiVERSE PLUS
sølips|dx|basic|UNiVERSE PLUS
Trick tear|dx|basic|UNiVERSE
U&iVERSE -銀河鸞翔-|dx|basic|UNiVERSE
躯樹の墓守|dx|basic|UNiVERSE
ヨミビトシラズ|dx|basic|UNiVERSE
Round Round Spinning Around|dx|basic|UNiVERSE
Alcyone|dx|basic|UNiVERSE
Raven Emperor|dx|basic|UNiVERSE
Yorugao|dx|basic|UNiVERSE
華の集落、秋のお届け|dx|basic|UNiVERSE
星詠みとデスペラード|dx|basic|UNiVERSE
BLACK SWAN|dx|basic|UNiVERSE
NAGAREBOSHI☆ROCKET|dx|basic|UNiVERSE
Lia=Fail|dx|basic|UNiVERSE
Never Give Up!|dx|basic|Splash PLUS
ほしぞらスペクタクル|dx|basic|Splash PLUS
VIIIbit Explorer|dx|basic|FESTiVAL
VIIIbit Explorer|standard|basic|FESTiVAL
Last Samurai|dx|basic|Splash PLUS
蒼穹舞楽|dx|basic|Splash PLUS
AMABIE|dx|basic|Splash PLUS
時計の国のジェミニ|dx|basic|Splash PLUS
Xenovcipher|dx|basic|Splash PLUS
Beautiful Future|dx|basic|Splash
Mutation|dx|basic|Splash
Aetheric Energy|dx|basic|Splash
≠彡"/了→|dx|basic|Splash
Boys O’Clock|dx|basic|Splash
ARAIS|dx|basic|Splash
渦状銀河のシンフォニエッタ|dx|basic|maimaiでらっくす PLUS
GRÄNDIR|dx|basic|maimaiでらっくす PLUS
封焔の135秒|dx|basic|maimaiでらっくす PLUS
Stardust Memories|dx|basic|maimaiでらっくす PLUS
Flashkick|dx|basic|maimaiでらっくす PLUS
UniTas|dx|basic|maimaiでらっくす PLUS
ここからはじまるプロローグ。|dx|basic|maimaiでらっくす PLUS
Heavenly Blast|dx|basic|Splash PLUS
Glorious Crown|standard|basic|PiNK
Aiolos|standard|basic|ORANGE PLUS
Technicians High|dx|basic|UNiVERSE
Technicians High|standard|basic|UNiVERSE
Hyper Active|standard|basic|PiNK PLUS
BREaK! BREaK! BREaK!|dx|basic|Splash PLUS
Life Feels Good|standard|basic|GreeN PLUS
MYTHOS|standard|basic|GreeN PLUS
We Gonna Party|standard|basic|maimai PLUS
GIGANTØMAKHIA|dx|basic|UNiVERSE
STEEL TRANSONIC|dx|basic|maimaiでらっくす PLUS
Alea jacta est!|standard|basic|FiNALE
AMAZING MIGHTYYYY!!!!|standard|basic|PiNK PLUS
My My My|dx|basic|maimaiでらっくす PLUS
CITRUS MONSTER|standard|basic|PiNK PLUS
モ°ルモ°ル|dx|basic|maimaiでらっくす PLUS
the EmpErroR|standard|basic|FiNALE
ガラテアの螺旋|standard|basic|ORANGE PLUS
TEmPTaTiON|dx|basic|maimaiでらっくす
SILENT BLUE|standard|basic|MiLK PLUS
アポカリプスに反逆の焔を焚べろ|dx|basic|maimaiでらっくす
ねぇ、壊れタ人形ハ何処へ棄テらレるノ？|standard|basic|MURASAKi
TwisteD! XD|dx|basic|maimaiでらっくす
QZKago Requiem|standard|basic|FiNALE
Our Wrenally|standard|basic|MURASAKi
Contrapasso -paradiso-|standard|basic|PiNK PLUS
Oshama Scramble!|dx|basic|ORANGE PLUS
Oshama Scramble!|standard|basic|ORANGE PLUS
Garakuta Doll Play|standard|basic|GreeN
Blew Moon|standard|basic|GreeN
Acceleration|standard|basic|maimai PLUS
バーチャルダム　ネーション|dx|basic|maimaiでらっくす
Moon of Noon|standard|basic|MURASAKi PLUS
Blows Up Everything|dx|basic|maimaiでらっくす
Dragoon|standard|basic|ORANGE
魔ジョ狩リ|dx|basic|maimaiでらっくす
MAXRAGE|dx|basic|maimaiでらっくす
PANDORA PARADOXXX|standard|basic|FiNALE
天火明命|standard|basic|MURASAKi
7thSense|standard|basic|PiNK
FFT|standard|basic|FiNALE
Panopticon|standard|basic|MURASAKi
雷切-RAIKIRI-|standard|basic|FiNALE
Schwarzschild|standard|basic|FiNALE
Black Out|standard|basic|maimai PLUS
Fragrance|standard|basic|maimai PLUS
Excalibur ～Revived resolution～|standard|basic|MiLK
Caliburne ～Story of the Legendary sword～|standard|basic|ORANGE
Death Scythe|standard|basic|GreeN
LUCIA|standard|basic|GreeN
Lividi|standard|basic|MURASAKi
Axeria|standard|basic|ORANGE PLUS
Ragnarok|standard|basic|MiLK PLUS
larva|standard|basic|MiLK PLUS
keep hopping|standard|basic|MiLK PLUS
Mare Maris|standard|basic|MiLK
Signature|standard|basic|MiLK
Ultranova|standard|basic|MURASAKi PLUS
四月の雨|standard|basic|MURASAKi
Imitation:Loud Lounge|standard|basic|MURASAKi
HERA|standard|basic|MURASAKi
Jumble Rumble|standard|basic|PiNK PLUS
Nitrous Fury|standard|basic|PiNK PLUS
Revive The Rave|standard|basic|PiNK
GEMINI -M-|standard|basic|PiNK
LANCE|standard|basic|ORANGE PLUS
D✪N’T  ST✪P  R✪CKIN’|standard|basic|ORANGE PLUS
oboro|standard|basic|ORANGE
Streak|standard|basic|maimai PLUS
Turn around|standard|basic|maimai PLUS
Link|standard|basic|maimai PLUS
Nerverakes|standard|basic|maimai PLUS
Sprintrances|standard|basic|maimai PLUS
Feel My Fire|standard|basic|maimai PLUS
air's gravity|standard|basic|maimai PLUS
Beat of getting entangled|standard|basic|GreeN
高気圧ねこロック|standard|basic|PiNK PLUS
Prophesy One|standard|basic|PiNK PLUS
Get Happy|standard|basic|GreeN
System “Z”|standard|basic|GreeN
火炎地獄|dx|basic|GreeN PLUS
火炎地獄|standard|basic|GreeN PLUS
Danza zandA|standard|basic|GreeN PLUS
VERTeX|standard|basic|ORANGE
ViRTUS|dx|basic|FESTiVAL
全世界共通リズム感テスト|standard|basic
ホシシズク|dx|advanced|FESTiVAL
分解収束テイル|dx|advanced|FESTiVAL
ミルキースター・シューティングスター|dx|advanced|UNiVERSE PLUS
パーフェクション|dx|advanced|UNiVERSE PLUS
デーモンベット|dx|advanced|UNiVERSE PLUS
アンビバレンス|dx|advanced|UNiVERSE
届かない花束|dx|advanced|Splash PLUS
ステップアンドライム|dx|advanced|Splash PLUS
シアトリカル・ケース|dx|advanced|Splash
ワードワードワード|dx|advanced|maimaiでらっくす PLUS
ヤミツキ|dx|advanced|maimaiでらっくす PLUS
Secret Sleuth|dx|advanced|maimaiでらっくす
BLACK ROSE|dx|advanced|maimaiでらっくす
咲キ誇レ常世ノ華|standard|advanced|MiLK
天国と地獄 -言ノ葉リンネ-|standard|advanced|MURASAKi PLUS
相思創愛|standard|advanced|MURASAKi PLUS
空威張りビヘイビア|standard|advanced|MURASAKi
分からない|standard|advanced|MURASAKi
洗脳|standard|advanced|PiNK PLUS
Barbed Eye|standard|advanced|PiNK PLUS
言ノ葉遊戯|standard|advanced|PiNK
りばーぶ|standard|advanced|PiNK
言ノ葉カルマ|standard|advanced|GreeN PLUS
悪戯|standard|advanced|ORANGE PLUS
Rising on the horizon|dx|advanced|FESTiVAL
Rainbow Rush Story|dx|advanced|FESTiVAL
Tricolor⁂circuS|dx|advanced|FESTiVAL
[X]|dx|advanced|FESTiVAL
mystique as iris|dx|advanced|FESTiVAL
Jouez Avec Moi?|dx|advanced|UNiVERSE PLUS
遺伝子レベル∞スパイラル|dx|advanced|UNiVERSE PLUS
パラマウント☆ショータイム！！|dx|advanced|UNiVERSE PLUS
白花の天使|dx|advanced|UNiVERSE PLUS
ｉｓｏｐｈｏｔｅ|dx|advanced|UNiVERSE PLUS
前衛的Landscape|dx|advanced|UNiVERSE
トリアージ|dx|advanced|UNiVERSE
とびだせ！TO THE COSMIC!!|dx|advanced|UNiVERSE
Starry Colors|dx|advanced|Splash PLUS
星めぐり、果ての君へ。|dx|advanced|Splash PLUS
スローアライズ|dx|advanced|Splash PLUS
生命不詳|dx|advanced|Splash PLUS
チエルカ／エソテリカ|dx|advanced|Splash PLUS
VANTABLACK RAVER|dx|advanced|Splash PLUS
ワンダーシャッフェンの法則|dx|advanced|Splash
BIRTH|dx|advanced|Splash
Regulus|dx|advanced|Splash
Komplexe|dx|advanced|Splash
オリフィス|dx|advanced|Splash
ユメヒバナ|dx|advanced|Splash
REAL VOICE|dx|advanced|Splash
パラボラ|dx|advanced|Splash
ブレインジャックシンドローム|dx|advanced|maimaiでらっくす PLUS
Ututu|dx|advanced|maimaiでらっくす PLUS
共鳴|dx|advanced|maimaiでらっくす PLUS
居並ぶ穀物と溜息まじりの運送屋|dx|advanced|Splash
マイオドレ！舞舞タイム|dx|advanced|Splash
ぼくたちいつでも　しゅわっしゅわ！|dx|advanced|Splash
絡めトリック利己ライザー|dx|advanced|maimaiでらっくす PLUS
でらっくmaimai♪てんてこまい!|dx|advanced|maimaiでらっくす
超常マイマイン|dx|advanced|maimaiでらっくす
STEREOSCAPE|dx|advanced|maimaiでらっくす
Crazy Circle|dx|advanced|maimaiでらっくす
OTOGEMA|dx|advanced|UNiVERSE PLUS
♡マイマイマイラブ♡|dx|advanced|maimaiでらっくす
タカハせ！名人マン|standard|advanced|GreeN PLUS
星空パーティーチューン|dx|advanced|UNiVERSE PLUS
シエルブルーマルシェ|dx|advanced|maimaiでらっくす PLUS
噛み係|dx|advanced|UNiVERSE
いっしそう電☆舞舞神拳！|standard|advanced|MURASAKi
Paradisoda|dx|advanced|Splash PLUS
福宿音屋魂音泉|dx|advanced|maimaiでらっくす
キリキリ舞Mine|dx|advanced|maimaiでらっくす
FEEL the BEATS|standard|advanced|PiNK
FEEL ALIVE|standard|advanced|maimai PLUS
BREAK YOU!!|standard|advanced|GreeN
KING is BACK!!|standard|advanced|MURASAKi PLUS
welcome to maimai!! with マイマイマー|standard|advanced|ORANGE PLUS
みんなのマイマイマー|standard|advanced|GreeN
Scarlet Wings|dx|advanced|maimaiでらっくす
End of Twilight|standard|advanced|GreeN PLUS
一か罰|dx|advanced|maimaiでらっくす
夢花火|standard|advanced|MURASAKi PLUS
Now or Never|dx|advanced|maimaiでらっくす
Justified|standard|advanced|MiLK
SPILL OVER COLORS|standard|advanced|MiLK
アージェントシンメトリー|standard|advanced|PiNK
Dreampainter|standard|advanced|ORANGE
Monochrome Rainbow|standard|advanced|GreeN PLUS
花と、雪と、ドラムンベース。|standard|advanced|MiLK PLUS
FestivaLight|standard|advanced|MiLK PLUS
Candy Tall Woman|standard|advanced|MiLK
Kinda Way|standard|advanced|MiLK
Magical Flavor|standard|advanced|MiLK
曖昧mind|standard|advanced|MURASAKi PLUS
Limit Break|standard|advanced|MURASAKi PLUS
オトヒメモリー☆ウタゲーション|standard|advanced|MURASAKi PLUS
Selector|standard|advanced|MURASAKi
スリップフリップ|standard|advanced|PiNK
CYCLES|standard|advanced|GreeN PLUS
Lionheart|standard|advanced|maimai PLUS
Heartbeats|standard|advanced|GreeN PLUS
JUMPIN' JUMPIN'|standard|advanced|GreeN
L'épilogue|standard|advanced|GreeN
ぐるぐるWASH！コインランドリー・ディスコ|standard|advanced|GreeN PLUS
Spin me harder|standard|advanced|maimai PLUS
Night Fly|standard|advanced|maimai PLUS
Starlight Disco|dx|advanced|maimai PLUS
Starlight Disco|standard|advanced|maimai PLUS
ENJOY POLIS|standard|advanced|FiNALE
記憶、記録|standard|advanced|GreeN
connecting with you|standard|advanced|PiNK PLUS
Believe the Rainbow|standard|advanced|FiNALE
MIRROR of MAGIC|standard|advanced|ORANGE
Cosmic Train|standard|advanced|GreeN
BETTER CHOICE|standard|advanced|ORANGE
ユビキリ|standard|advanced|MURASAKi PLUS
planet dancer|standard|advanced|ORANGE
ナミダと流星|standard|advanced|ORANGE PLUS
ピーマンたべたら|standard|advanced|ORANGE
maimaiちゃんのテーマ|standard|advanced|maimai PLUS
Pixel Voyage|standard|advanced|GreeN
Sweets×Sweets|standard|advanced|maimai
虹と太陽|standard|advanced|maimai
Color My World|standard|advanced|maimai
True Love Song|standard|advanced|maimai
ソーラン☆節|standard|advanced|maimai PLUS
おても☆Yan|standard|advanced|ORANGE
炭★坑★節|standard|advanced|maimai
ネコ日和。|standard|advanced|maimai
犬日和。|standard|advanced|maimai PLUS
Endless World|standard|advanced|maimai PLUS
Backyun! －悪い女－|standard|advanced|GreeN
BaBan!! －甘い罠－|standard|advanced|maimai
オレンジの夏|standard|advanced|maimai
ぴぴぱぷぅ！|standard|advanced|maimai PLUS
炎歌 -ほむらうた-|standard|advanced|maimai PLUS
泣き虫O'clock|standard|advanced|maimai PLUS
maiム・maiム feat.週刊少年マガジン|standard|advanced|GreeN
ジングルベル|standard|advanced|maimai
Jörqer|dx|advanced|Splash
デスパレイト|standard|advanced|MURASAKi PLUS
Sqlupp (Camellia's "Sqleipd*Hiytex" Remix)|dx|advanced|Splash
Valsqotch|dx|advanced|maimaiでらっくす PLUS
P-qoq|dx|advanced|maimaiでらっくす
World's end loneliness|dx|advanced|UNiVERSE PLUS
Metamorphosism|dx|advanced|UNiVERSE PLUS
WiPE OUT MEMORIES|dx|advanced|UNiVERSE PLUS
チューリングの跡|dx|advanced|UNiVERSE PLUS
Swift Swing|dx|advanced|UNiVERSE PLUS
Sage|dx|advanced|UNiVERSE PLUS
Irresistible|dx|advanced|UNiVERSE PLUS
HAGAKIRI|dx|advanced|UNiVERSE PLUS
HECATONCHEIR|dx|advanced|UNiVERSE PLUS
N3V3R G3T OV3R|dx|advanced|UNiVERSE PLUS
Strive against fate|dx|advanced|UNiVERSE PLUS
sølips|dx|advanced|UNiVERSE PLUS
Trick tear|dx|advanced|UNiVERSE
U&iVERSE -銀河鸞翔-|dx|advanced|UNiVERSE
躯樹の墓守|dx|advanced|UNiVERSE
ヨミビトシラズ|dx|advanced|UNiVERSE
Round Round Spinning Around|dx|advanced|UNiVERSE
Alcyone|dx|advanced|UNiVERSE
Raven Emperor|dx|advanced|UNiVERSE
Yorugao|dx|advanced|UNiVERSE
華の集落、秋のお届け|dx|advanced|UNiVERSE
星詠みとデスペラード|dx|advanced|UNiVERSE
BLACK SWAN|dx|advanced|UNiVERSE
NAGAREBOSHI☆ROCKET|dx|advanced|UNiVERSE
Lia=Fail|dx|advanced|UNiVERSE
Never Give Up!|dx|advanced|Splash PLUS
ほしぞらスペクタクル|dx|advanced|Splash PLUS
VIIIbit Explorer|dx|advanced|FESTiVAL
VIIIbit Explorer|standard|advanced|FESTiVAL
Last Samurai|dx|advanced|Splash PLUS
蒼穹舞楽|dx|advanced|Splash PLUS
AMABIE|dx|advanced|Splash PLUS
時計の国のジェミニ|dx|advanced|Splash PLUS
Xenovcipher|dx|advanced|Splash PLUS
Beautiful Future|dx|advanced|Splash
Mutation|dx|advanced|Splash
Aetheric Energy|dx|advanced|Splash
≠彡"/了→|dx|advanced|Splash
Boys O’Clock|dx|advanced|Splash
ARAIS|dx|advanced|Splash
渦状銀河のシンフォニエッタ|dx|advanced|maimaiでらっくす PLUS
GRÄNDIR|dx|advanced|maimaiでらっくす PLUS
封焔の135秒|dx|advanced|maimaiでらっくす PLUS
Stardust Memories|dx|advanced|maimaiでらっくす PLUS
Flashkick|dx|advanced|maimaiでらっくす PLUS
UniTas|dx|advanced|maimaiでらっくす PLUS
ここからはじまるプロローグ。|dx|advanced|maimaiでらっくす PLUS
Heavenly Blast|dx|advanced|Splash PLUS
Glorious Crown|standard|advanced|PiNK
Aiolos|standard|advanced|ORANGE PLUS
Technicians High|dx|advanced|UNiVERSE
Technicians High|standard|advanced|UNiVERSE
Hyper Active|standard|advanced|PiNK PLUS
BREaK! BREaK! BREaK!|dx|advanced|Splash PLUS
Life Feels Good|standard|advanced|GreeN PLUS
MYTHOS|standard|advanced|GreeN PLUS
We Gonna Party|standard|advanced|maimai PLUS
GIGANTØMAKHIA|dx|advanced|UNiVERSE
STEEL TRANSONIC|dx|advanced|maimaiでらっくす PLUS
Alea jacta est!|standard|advanced|FiNALE
AMAZING MIGHTYYYY!!!!|standard|advanced|PiNK PLUS
My My My|dx|advanced|maimaiでらっくす PLUS
CITRUS MONSTER|standard|advanced|PiNK PLUS
モ°ルモ°ル|dx|advanced|maimaiでらっくす PLUS
the EmpErroR|standard|advanced|FiNALE
ガラテアの螺旋|standard|advanced|ORANGE PLUS
TEmPTaTiON|dx|advanced|maimaiでらっくす
SILENT BLUE|standard|advanced|MiLK PLUS
アポカリプスに反逆の焔を焚べろ|dx|advanced|maimaiでらっくす
ねぇ、壊れタ人形ハ何処へ棄テらレるノ？|standard|advanced|MURASAKi
